Class,0,1,2,3,4
1,0.484488695106,-0.438639416789,0.674251451264,-0.271258332418,0.284236065082
1,1.53708058021,-0.446181388779,0.960473787819,-0.334847184385,0.197170928623
1,0.172539115108,-0.34370837568,0.94720126846,-0.140612880462,0.296231552591
1,0.61541202554,-0.584439457806,0.589578067834,0.0381566222607,0.172586917214
1,4.03750213241,-1.04212538119,0.245449193793,-1.02179638303,0.011576612031
1,2.87508798041,0.30118849989,1.72756944757,-0.463220388008,0.00200556548812
1,3.17882514271,0.198962222674,1.8156082634,-0.836866183177,0.243930839746
1,0.705612284038,0.00694220526389,1.24383571053,-0.299756171411,0.218862823228
1,5.87398045326,3.71674433142,5.55680008144,-0.312270091143,-0.252658537877
1,1.81083069794,1.07665972788,2.42617308832,-0.150768452092,0.312348056724
1,1.27843021385,-0.190192495825,1.61825474793,-0.539433901946,0.144753198425
1,-0.404722487823,-1.02942870563,-0.231860611529,0.133774559696,-0.0609540316677
1,-0.131209641856,-0.942131767902,-0.152007568565,-0.518150012746,0.497404921238
1,1.07915252807,-1.55952998259,-0.0705617383545,-0.620765131458,0.425207612672
1,0.142623680535,-1.38971031252,-0.0786331515099,-0.385342040848,0.306202395234
1,0.774490150242,-1.07075418419,0.177648222713,-0.548086683154,0.342241955484
1,-0.38028200439,-1.26227227424,0.126726554619,-0.188352753189,0.397376681271
1,0.316239467777,-1.52845302035,0.0275200535418,-0.4266349886,0.358364363241
1,-0.0355162818304,-1.51192769231,-0.183617891568,-0.0860001631448,0.0808817276019
1,0.135382471258,-0.598690215664,0.864964926457,0.149901289742,0.0449210551028
1,-0.299725381991,-0.774997325916,0.638663501714,-0.0727015386619,0.259019896635
1,0.0507816121966,-1.50007653215,-0.117787240659,-0.244886931097,0.336420668649
1,0.850572949976,-1.68399596542,-0.378781625066,-0.643968133577,0.34395743955
1,1.83449078395,-1.25910872645,-0.64882897021,-0.493724068982,-0.0498211346003
1,0.278448612607,-1.42894541297,-0.391136842206,-0.61328307722,0.351774824222
1,0.136046721285,-1.506280994,-0.212571369815,-0.224071890895,0.0758443138706
1,0.583165220839,-1.48713997847,-0.343461642886,-0.638237396675,0.344969399041
1,0.652816207943,-1.47051797828,-0.337065309532,-0.372604747846,0.0584142288879
1,-0.107111112727,-1.56739232652,-0.115923106401,-0.2216142534,0.0937302642043
1,-1.24425838603,-1.93666121011,0.353363794453,0.898563166096,-0.442799189515
1,-0.487983116315,-1.89487250469,0.175118018825,0.43658678993,-0.448176537582
1,0.597065592295,-1.54557052485,-0.322181752847,-0.522075359864,0.286048743401
1,0.331973619813,-0.532024553715,-0.11266983131,-0.469284473428,0.101419504546
1,0.0852819959612,-0.376848431313,0.56661717843,0.0272873762423,0.0624935398652
1,4.28617996074,-1.29869007067,0.375566982582,-1.35566159917,-0.133094966412
1,0.77409152624,-1.18346748634,0.269475683337,-0.541250991686,0.28933157685
1,-0.365295326583,-0.700289549405,0.649845776905,-0.137417980521,0.175993853372
1,1.80976814366,-2.09865648464,-0.354445487271,-1.31212203207,0.342395070385
1,1.66457010149,-1.57470153292,-0.0485609998245,-0.472770317593,0.268050709874
1,1.0865609704,-1.79332696185,-0.266930654579,-0.682232179929,-0.0891971061467
1,-0.260237664066,-0.931958418243,0.16810080096,-0.244767773745,0.0720854550951
1,1.41779292802,0.54303264723,1.68922481922,-0.378469820337,0.263338324969
1,1.594601328,-0.868721621355,0.717395888865,-0.196313219802,-0.0567708635386
1,1.37662963431,0.316046238837,0.544558912193,-0.553852213649,-0.258557724392
1,0.800051764678,-0.618726648364,0.717878648752,-0.14284570209,0.126759989343
1,3.16794861251,-0.972349792125,0.172103671119,-0.851708365013,0.237893831304
1,0.151291045956,-0.307682513427,0.682483845984,-0.129038298876,0.0425436585121
1,1.15941743464,-0.939990414298,0.310356486669,-0.747298104477,0.212906978149
1,0.281638068028,-1.55668409464,-0.0985426603301,-0.295152138134,0.141770970081
1,-0.380393171842,-1.50604956639,-0.0783986685477,-0.259830441546,0.153365653772
1,3.9071280963,-1.53804496403,-0.337821386359,-1.15670855871,-0.404555961595
1,0.653206112254,-1.10225335054,0.144280920068,-0.115253123535,-0.16789013408
2,0.93816558015,1.15056038653,-1.1152589684,0.163010448993,-0.134559127472
2,0.814936599097,0.777377634656,-1.03286521519,-0.0165821688968,0.039824070939
2,1.25201038949,0.862182315923,-1.09569275286,0.221284727974,-0.178651138456
2,0.640469863131,0.65919547978,-0.994170764576,0.0132492349493,-0.166035284468
2,1.0428732186,0.659018491219,-1.09231921076,0.0571516821792,-0.367702633078
2,1.06427924147,0.819462156963,-1.15401909399,-0.056164560688,-0.392236669791
2,1.25162969534,0.50432269113,-0.989694275593,0.0915586631924,-0.291471914723
2,1.19129970974,0.17273678163,-0.633027430753,-0.239411878782,-0.0340334760528
2,0.80764630249,0.350704803375,-0.964683652679,0.11245447617,-0.308110523383
2,0.823001989149,0.375024508339,-1.09810139152,-0.0982747247921,0.00256027779859
