Class,0,1,2,3,4
4,-2.92412440148,1.01602532809,1.18993808123,-0.0505416180861,-0.0345815355703
2,1.45204931866,0.6862956494,-0.269420037974,0.735074197497,-1.22003019511
1,0.732884513446,-1.4775835522,0.684186149783,-0.481089204962,-0.129873725142
1,1.12708160195,-1.42983230848,0.34215419943,-0.557130562072,-0.528172250376
2,1.22862786383,0.706188307281,-0.485965481739,-0.271114217912,0.184239439767
4,-2.78375768311,1.21264060646,0.0904913388882,-0.368092181475,-0.0600968260387
2,3.07603618448,1.15474027046,-1.25511103252,-0.414707485653,0.656218770593
2,3.35310449211,0.281830902019,-0.315664993364,-0.400493663645,1.56912336836
1,0.537329037265,-1.11306816408,2.05371702926,0.251434291014,-0.240548619514
1,1.43937248258,-1.32279903571,-0.528066362983,-0.541716799174,0.0918425640037
2,6.37379305764,2.97947806472,0.126520015544,0.682080257249,1.27442656582
1,0.765867947113,-1.34879436015,-0.726648330539,-0.870841024238,-0.410145240124
3,-1.6210960037,-1.0564739946,-1.77799549856,0.990633958899,0.537525352157
1,2.48775996689,-1.37753159289,-0.102659138538,-0.45603488496,-0.088426332307
4,-3.22140215798,1.34578493749,-0.594738611592,-0.698805627088,0.10017896162
2,1.74290523779,0.973425234707,0.158470555605,-0.0736890389782,0.106558926694
3,-2.16937307545,-1.09808168346,1.51696516255,1.21056050059,0.127763060901
2,1.57940546882,0.527883875068,-0.17144806328,-0.192759163638,0.155918976682
2,3.00720485856,0.0439170142573,0.140958250324,0.0381341691372,0.648416011959
4,-2.97532770437,1.10987409847,-0.00812669707266,-0.456371265115,-0.074850786524
1,0.950666385062,-0.913892450983,-0.493648802324,-0.516722195337,-0.205936054721
2,2.70021705746,2.11944643287,1.24499263138,0.302519330317,0.691327195578
3,-1.1765492827,1.68140408107,-0.625997797179,-0.704037008341,0.581286022614
2,1.27602920601,0.896505003196,-0.991751372323,0.0304065751072,0.362829527656
3,-1.82795136145,-1.04022055311,1.03869231926,0.959553014566,0.0708998924022
1,1.4182411451,-1.14367500103,0.209812190332,-0.646072049909,0.156699397022
4,-3.12552344205,0.918978672378,0.743632042974,-0.243278980905,-0.193918703621
2,5.22776326704,-0.166149010064,-0.885409627922,-0.284820786573,0.733799477512
4,-3.44259041157,0.668641508569,2.30580041809,0.303694816041,-0.0861896699735
